family	treatment_iri	figure_iri	description	image_url	md5
Onygenaceae	<http://treatment.plazi.org/id/614E878B8562C33DFF2608A9CDE49B94>	<http://dx.doi.org/10.5281/zenodo.5585732>	FIGURE 3. Colony and conidiogenous structures of Chrysosporium ovalisporum (GZUIFR-G446, holotype). A–C. Conidiogenous structures. D. Conidia. E–F. Colonies (reverse and top) on PDA. Bars A–D = 10 µm, E–F. = 10 mm.	https://zenodo.org/record/5585732/files/figure.png	d50c54c9f0a2edd413a800738a78e8a0
Halicyclopidae	<http://treatment.plazi.org/id/2E3E879CB750FFC0C580A42BFBB5F833>	<http://dx.doi.org/10.5281/zenodo.5252387>	FIGURE 5. Halicyclops pumilus sp. nov., female. A, habitus, dorsal; B, urosome, dorsal; C, P5 exopod. Scales: A, B = 100 µm; C = 20 µm.	https://zenodo.org/record/5252387/files/figure.png	44a6ce1bd5a1bc4b29c521618682cf37
Halicyclopidae	<http://treatment.plazi.org/id/2E3E879CB750FFC0C580A42BFBB5F833>	<http://dx.doi.org/10.5281/zenodo.5252391>	FIGURE 6. Halicyclops pumilus sp. nov., female. A, A1; B, A2; C, mandible; D, maxillule; E, maxilla; F, maxilliped. Scales: 50 µm.	https://zenodo.org/record/5252391/files/figure.png	5d9ebac40ff8f5d6aa4857ff3a625f1b
Cucumariidae	<http://treatment.plazi.org/id/03871B11FFA43E43FCFDFE26FDA5F9F1>	<http://dx.doi.org/10.5281/zenodo.1298049>	Figure 11. Photos of preserved specimens of Actinocucumis solanderi O’Loughlin sp. nov. A, right lateral view of the preserved holotype (mouth right, 45 mm long, WAM Z27850); insert with sketch of a transverse section of the new species showing slight radial ridges and large and small tube feet and papillae; B, right lateral view of the preserved paratype (mouth left, 55 mm long, NMV F202991); C, dorsal view of tentacle crown with small tentacles ventrally (paratype NMV F202991); D, photo of the calcareous ring of the holotype; insert with sketch of the calcareous ring.	https://zenodo.org/record/1298049/files/figure.png	fc2900f609bd5684177bab77c4ca2ec8
Cucumariidae	<http://treatment.plazi.org/id/03871B11FFA43E43FCFDFE26FDA5F9F1>	<http://dx.doi.org/10.5281/zenodo.1298051>	Figure 12. SEM images of ossicles from the holotype of Actinocucumis solanderi O’Loughlin sp. nov. (WAM Z27850). A, oral disc and tentacle tables, spires with 4 pillars, and tentacle rods and curved perforated rod-plates (scale bars 10 µm); B, mid-dorsal body wall reduced tables with four pillar spires (scale bar 10 µm); C, mid-ventral body wall tables, and tube foot elongate support tables and endplate fragment (two top left long scale bars 100 µm, short bars 10 µm; typical box-like table bottom right); D, peri-anal body wall reduced tables (scale bars 10 µm; typical box-like table bottom right).	https://zenodo.org/record/1298051/files/figure.png	d2bf58a290d0fcda1be932cfb3ca4028
Cucumariidae	<http://treatment.plazi.org/id/038C87E5BF77FF8BFF50FA057FAF67CC>	<http://dx.doi.org/10.5281/zenodo.3516811>	FIGURE 10.?Cucumaria sp. indet. 1850.7.3.24; Falmouth. A. Dorso-lateral view; B. Ventro-lateral view.	https://zenodo.org/record/3516811/files/figure.png	63717399434b511ec5244f875d2ac7eb
Hilarimorphidae	<http://treatment.plazi.org/id/CF1987FEE932ED054282FCF5CFC272BA>	<http://dx.doi.org/10.5281/zenodo.5381009>	FIG. 32. Hilarimorphites cummingi, new species (Apystomyiidae), JZC Bu-177, holotype. A. Wing. B. Apices of antennae, detail. C. Head, oblique left lateral view. D. Thorax, dorsolateral view. E. Female terminalia, left lateral view.	https://zenodo.org/record/5381009/files/figure.png	2e6c7c91f1cfe86a3bd8d034b9249209
Hilarimorphidae	<http://treatment.plazi.org/id/CF1987FEE932ED054282FCF5CFC272BA>	<http://dx.doi.org/10.5281/zenodo.5381075>	FIG. 64. Hilarimorphites cummingi, new species (Apystomyiidae), holotype JZC Bu-177. A. Habitus, right lateral. B. Habitus, left lateral.	https://zenodo.org/record/5381075/files/figure.png	5d923d63086ada98e77eba863feed870
Halimococcidae	<http://treatment.plazi.org/id/03B2EA640AA346DE2CFCF981FE3BD02F>	<http://dx.doi.org/10.5281/zenodo.3774290>	FIGURE 58. Halimococcus lampas Cockerell. Apterous adult male. (Halimococcidae). (After Stickney 1934). Where B=apex to antenna and C=dorsal view of metathoracic leg.	https://zenodo.org/record/3774290/files/figure.png	a22227c5bbda165f11649e5b5aac6d69
Dilepididae	<http://treatment.plazi.org/id/502587BB096A4D21F6C7CB89BD92D458>	<http://dx.doi.org/10.5281/zenodo.5640158>	Figs 6-9. Monopylidium comoensis sp. nov. (6) Scolex. (7) Rostellar hook. (8) Mature proglottis, dorsal view (9) Terminal genitalia. Scale bars: 6, 9: 50 µm; 7: 10 µm; 8: 100 µm.	https://zenodo.org/record/5640158/files/figure.png	7fe67ac889562b67a1a5204c5056ea50
Dilepididae	<http://treatment.plazi.org/id/502587BB096F4D23F6DACAD6BD31D654>	<http://dx.doi.org/10.5281/zenodo.5640156>	Figs 1-5. Spiniglans thomassankara sp. nov. (1) Scolex. (2) Rotellar hooks. (3) Mature proglottis, ventral view; (4) Terminal genitalia. (5) Egg. Scale bars: 1, 3: 100 µm; 2: 50 µm; 4, 5: 20 µm.	https://zenodo.org/record/5640156/files/figure.png	10de6865ff6ff5dd15400a4abc720b7a
Dilepididae	<http://treatment.plazi.org/id/A15C4A58FFE3A55CFDA9F9EBFC99FB4B>	<http://dx.doi.org/10.5281/zenodo.3827564>	Figs 23–28. Dictymetra longiuncinata sp. nov. 23. Scolex. 24. Hooks. 25. Mature proglottis. 26. Terminal genitalia. 27. Cirrus armament. 28. Eggs. Scale bars: 23 = 100 µm; 24, 26 = 50 µm; 25 = 200 µm; 27 = 10 µm; 28 = 20 µm.	https://zenodo.org/record/3827564/files/figure.png	994c4bada5fd5d8e559de4eb6d6bf021
Xiphydriidae	<http://treatment.plazi.org/id/038824155A16D422FF594D69FC06F9F6>	<http://dx.doi.org/10.5281/zenodo.3335396>	FIGURE 28. Derecyrta; a-g. Derecyrta risaraldensis sp. nov. ♀ (ICN-MHN ICN_095923); a. Habitus, lateral view, b. Habitus, dorsal view; c. Calcar; d. Head, frontal view; e. Head, lateral view; f. Fore wing; g. pretarsal claws; h. Distal metatarsus; i. D. beechei ♀ (SDEI, photograph by Taeger 2013) habitus, lateral view, j. D. circularis habitus ♀ (NMNH), lateral view. Abbrevia- tion of main veins in blue, cross veins in green, wing cells in red.A, Anal veins; a-a, anal crossvein; AP, proximal anal cell; AD, distal anal cell; C, costa; Cu, cubitus; M, media; r-m, radial-median crossvein; m-cu, mediocubital crossvein; R, radius; r-rs, radial crossvein; Rs, radial sector; Sc, Subcosta.	https://zenodo.org/record/3335396/files/figure.png	fed2d1c89649ca0f6d66893ff6492304
Xiphydriidae	<http://treatment.plazi.org/id/03A06646504AFFF448C7FF21FB31FF06>	<http://dx.doi.org/10.5281/zenodo.177309>	FIGURE 1. Distribution of Xiphydriidae in Australasia. A = Austrocyrta australiensis Riek; C = Cingalixiphia laeviceps; M = Moaxiphia spp.; L = Rhysacephala leai; N = R. novacaledonica sp. nov.; O = R. obtusiventris R = R. rufipes; T = R. testacea; and W = R. wilsoni.	https://zenodo.org/record/177309/files/figure.png	4babf758207ac87c1046bd7a19e8d162
Xiphydriidae	<http://treatment.plazi.org/id/03A06646504AFFF448C7FF21FB31FF06>	<http://dx.doi.org/10.5281/zenodo.177310>	FIGURE 3. Wings of R. novacaledonica sp. nov. showing venation. Scale bar = 0.5 mm.	https://zenodo.org/record/177310/files/figure.png	40dac327ce8c62fc87523518455ebce9
Formicariidae	<http://treatment.plazi.org/id/4B6DE2059262CC73FDA38E668BBFF8BD>	<http://dx.doi.org/10.5281/zenodo.4736155>	Figs 1–2. Dorso-ventral view of Apomyrsidea klimesi (Sychra in Sychra et al., 2006) gen. et comb. nov. (CR15). 1. ♀. 2. ♂.	https://zenodo.org/record/4736155/files/figure.png	778929e7f90228c12c6d6c41c6e11e2f
Formicariidae	<http://treatment.plazi.org/id/4B6DE2059266CC7CFE9D8E4F8A1DFDFF>	<http://dx.doi.org/10.5281/zenodo.4736159>	Figs 3–9. 3–6. Apomyrsidea klimesi (Sychra in Sychra et al., 2006) gen. et comb. nov. (CR15). 3. Dorsal view of head, prothorax and mesothorax of female. 4. Prosternal plate of female. 5. Metasternal plate and sternites I–III of female. 6. Male genitalia. – 7–9. Male genital sac sclerites. 7. A. klimesi gen. et comb. nov. 8. A. circumsternata (Valim & Weckstein, 2013) gen. et comb. nov. 9. A. isacantha (Valim & Weckstein, 2013) gen. et comb. nov. Abbreviations: a–b = head sensilla; dps = dorso-central pronotal setae; mps = marginal prothoracic setae; 8–30 = dorsal head setae. Figs 7–9 are drawn to the same scale.	https://zenodo.org/record/4736159/files/figure.png	5ef3e85320d31d7843dd2f5feb84fa64
Formicariidae	<http://treatment.plazi.org/id/4B6DE2059266CC7CFE9D8E4F8A1DFDFF>	<http://dx.doi.org/10.5281/zenodo.4736165>	Fig. 10. Bayesian phylogenetic tree of selected amblyceran genera and species based on partial mitochondrial gene COI. Tree is rooted with outgroup species Philopterus solus (Tendeiro, 1962). Posterior probability values are shown above the nodes (values <50% are not shown). Blue colour indicates species of Myrsidea Waterston, 1915 (M); green colour indicates species of Apomyrsidea gen. nov. (A); * symbol indicates a node between Myrsidea and Apomyrsidea.	https://zenodo.org/record/4736165/files/figure.png	5673935179036cd2eda155bd119565c2
Melongenidae	<http://treatment.plazi.org/id/653162461549526AFF69FE08FD25F89D>	<http://dx.doi.org/10.5281/zenodo.3700030>	FIG. 11. — Melongena lainei (de Basterot, 1825), AMPG(IV) 2467. Scale bars: 10 mm.	https://zenodo.org/record/3700030/files/figure.png	a7f8449da1393d9ad75ae1fb880b0ccc
Acanthocladiidae	<http://treatment.plazi.org/id/038D87E1F77BFF84A034FF64E567FA17>	<http://dx.doi.org/10.5281/zenodo.4535050>	FIG. 27. — A, Diploporaria tenella Wyse Jackson, 1988, tangential section showing autozooecial apertures, SMF 21.923; B-H. Baculopora redondensis n. sp.; B, tangential section of a dichotoming branch, paratype SMF 21.944; C, tangential section showing autozooecial apertures,holotype SMF 21.947; D, E, tangential section showing autozooecial apertures with nodes (arrow), paratype SMF 21.944; F, G, mid-tangential section showing autozooecial chambers, paratype SMF 21.930; H, branch longitudinal section, paratype SMF 21.939. Scale bars: A,C, H, 0.5 mm; B, 2 mm; D, E, G, 0.2 mm; F, 1 mm.	https://zenodo.org/record/4535050/files/figure.png	2ebc4e32cf0ea85831b78dcd4504df0e
Nannochoristidae	<http://treatment.plazi.org/id/03BAD533FFD0381DFF5EF9446F12FC13>	<http://dx.doi.org/10.5281/zenodo.194465>	FIGURE 4. Itaphlebia laeta sp. nov. A. Holotype, part CNU-MEC-NN 2009311 - 1; B. Holotype, counterpart CNU- MEC-NN 2009311 - 2; C. Paratype, part CNU-MEC-NN 2009222 - 1; D. Paratype, counterpart CNU-MEC-NN 2009222 - 2. All scales = 2 mm.	https://zenodo.org/record/194465/files/figure.png	7d36c45818d040a2c85af39e88a91d29
Nannochoristidae	<http://treatment.plazi.org/id/03BAD533FFD0381DFF5EF9446F12FC13>	<http://dx.doi.org/10.5281/zenodo.194466>	FIGURE 5. Itaphlebia laeta sp. nov., line drawings of holotype. A. Ventral view of body with wings; B. Left forewing.	https://zenodo.org/record/194466/files/figure.png	0cd8934690654ee13f661b99f3200e48
Nannochoristidae	<http://treatment.plazi.org/id/03BAD533FFD6381CFF5EFACD6992FEF1>	<http://dx.doi.org/10.5281/zenodo.194463>	FIGURE 2. Itaphlebia exquisita sp. nov. A. Holotype, part CNU-MEC-NN 2009145 - 1; B. Holotype, counterpart CNU- MEC-NN 2009145 - 2; C. Middle leg; D. Paratype, CNU-MEC-NN 2009236; E. Portion of wings of paratype.	https://zenodo.org/record/194463/files/figure.png	6e9aec3b94c71b846f90032403311377
Pirenidae	<http://treatment.plazi.org/id/D0FE651373B655189C21F7DA0272D363>	<http://dx.doi.org/10.3897/jhr.94.94263.figures49-54>	Figures 49 - 54. 49 Macroglenes varicornis (Haliday) (Pirenidae): antenna 50 Gastrancistrus sp. (Pirenidae, Tridyminae): head frontal view 51 Cecidellis sp. (Pirenidae, Cecidellinae): petiole with lamina 52 Spathopus sp. (Pirenidae, Tridyminae): antenna 53 Spalangia alycia Gibson (Spalangiidae): head anterolateral view 54 Erotolepsia sp. (Spalangiidae, Erotolepsiinae): head frontal view.	https://binary.pensoft.net/fig/781072	c0c4c3c5443cfc444a98f825f181216c
Capillariidae	<http://treatment.plazi.org/id/038FB248FFA7FFAE89B9C0C725249EA5>	<http://dx.doi.org/10.5281/zenodo.165534>	FIGURE 18. Capillaria (Procapillaria) margolisi Moravec & McDonald, 1981. A. anterior end; B. male, posterior end, lateral view; C. male, tail, ventral view; D. vulvar region; E. mature egg. (Redrawn from Moravec 2001)	https://zenodo.org/record/165534/files/figure.png	f0b8ab482200165846ed3794d8201fef
Capillariidae	<http://treatment.plazi.org/id/038FB248FFA8FFAF89B9C527212F9BDA>	<http://dx.doi.org/10.5281/zenodo.165536>	FIGURE 20. Capillaria (Capillaroides) catenata Van Cleave & Mueller, 1932. A. male, posterior end with evaginated spicular sheath and protruding spicules; B. female, vulvar region. (Redrawn from Moravec 2001)	https://zenodo.org/record/165536/files/figure.png	e02202cf3d1b6262f2a8195db7c03c3b
Capillariidae	<http://treatment.plazi.org/id/038FB248FFA9FFAF89B9C73B20B59C80>	<http://dx.doi.org/10.5281/zenodo.165535>	FIGURE 19. Capillaria (Procapillaria) gracilis (Bellingham, 1840) Travassos, 1915. A. male, posterior end; B. male, tail, ventral view; C. female, vulvar region with appendage. (Redrawn from Moravec 2001)	https://zenodo.org/record/165535/files/figure.png	7424b379249399d4ad535ac7d3ea06fc
Ephialtitidae	<http://treatment.plazi.org/id/03A1D975FFD624601051FB4ECBCE6E8C>	<http://dx.doi.org/10.5281/zenodo.4003956>	Figure 3. Proapocritus bialatus sp. nov., photographs of holotype (CNU-HYM-NN-2012040). (A) Body with wings with alcohol; (B) body with wings without alcohol. Scale bars = 1 mm.	https://zenodo.org/record/4003956/files/figure.png	b360b132484c93c1674b196bedf57eec
Ephialtitidae	<http://treatment.plazi.org/id/03A1D975FFD624601051FB4ECBCE6E8C>	<http://dx.doi.org/10.5281/zenodo.4003958>	Figure 4. Proapocritus bialatus sp. nov., line drawings of holotype. (A) Body with wings; (B) left wings; (C) right wings. Scale bars = 1 mm.	https://zenodo.org/record/4003958/files/figure.png	2c2a13eafab5c07c4f0803b4984dee00
Schizaeaceae	<http://treatment.plazi.org/id/039A87FCFFCE6162FF77FF4DFEC6FC07>	<http://dx.doi.org/10.5281/zenodo.4597027>	FIG. 9. — Spores from the Barremian of south-west Japan: A, B, Cicatricosisporites sp. 1, proximal and distal faces, Ashikajima Fm, II2f-U33d; C, D, Cicatricosisporites sp. 2, proximal and distal faces, Ashikajima Fm, II2a-G40d; E, F, Cicatricosisporites sp. 3, proximal and distal faces, Ashikajima Fm, II2h-Q57; G, H, Cicatricosisporites sp. 4, proximal and distal faces, Ashikajima Fm, II2f-Y56/1b; I, J, Cicatricosisporites mohrioides Delcourt & Sprumont, 1955, proximal and distal faces, Kimigahama Fm, I1a-M55; K-M, P, Ruffordiaspora australiensis (Cookson,1953) Dettmann & Clifford,1992 (K, L, proximal and distal faces,Ashikajima Fm,II2c-D62/4;M, P, distal face with detail, Kimigahama Fm, SEM-I1a); O, Matonisporites sp. 2, proximal face, Ashikajima Fm, II2a-J46/4; N, Q, Plicatella sp., proximal and distal faces, Ashikajima Fm, II2h-J54. Scale bars: 10 μm.	https://zenodo.org/record/4597027/files/figure.png	74ed9106630a417befc11f386b484445
Schizaeaceae	<http://treatment.plazi.org/id/039A87FCFFCE6162FF77FF4DFEC6FC07>	<http://dx.doi.org/10.5281/zenodo.4597033>	FIG. 11. — Ornamentation of the schizaealean forms corresponding to new species or taxa placed in open nomenclature.	https://zenodo.org/record/4597033/files/figure.png	a4b22482e7b1a7074e4ed57b0390de63
Schizaeaceae	<http://treatment.plazi.org/id/039A87FCFFD46178FD51FC25FD57FA0A>	<http://dx.doi.org/10.5281/zenodo.4608580>	FIG. 12. — Spores and pollen grains from the Barremian of south-west Japan:A, Cingulatisporites sp.2, proximal face, Ashikajima Fm, SEM-II2c; B, C, Distaltriangulisporites sp., proximal and distal faces, Ashikajima Fm, II2c-N53; D, Contignisporites cooksonii (Balme, 1957) Dettmann, 1963, distal face, Kimigahama Fm, I1a-O51/1; E, Aequitriradites sp., Ashikajima Fm, II2c-Y59/2; F, Aequitriradites verrucosus (Cookson & Dettmann,1958) Cookson & Dettmann,1961,Ashikajima Fm,II2h-J66/4;G, M, Contignisporites burgeri Filatoff, McKellar & Price in Filatoff & Price, 1988, proximal and distal faces, Ashikajima Fm, II2d-P47/4; H, I, Polycingulatisporites reduncus	https://zenodo.org/record/4608580/files/figure.png	cba447a9e21f318360a99fbc44d7e193
Odontophrynidae	<http://treatment.plazi.org/id/0389594BFFB9FFEF9177FE4CFDEA6E2E>	<http://dx.doi.org/10.5281/zenodo.7400297>	Fig. 1. Odontophrynus toledoi sp. nov., holotype, ♂ (ZUEC-AMP 24833). A. Dorsal view. B. Ventral view. C. Lateral view of the head. D. Ventral view of the foot. E. Ventral view of the hand. Scale bar = 5 mm.	https://zenodo.org/record/7400297/files/figure.png	efc546f38bbac3c97e26774daef8e539
Odontophrynidae	<http://treatment.plazi.org/id/0389594BFFB9FFEF9177FE4CFDEA6E2E>	<http://dx.doi.org/10.5281/zenodo.7400299>	Fig. 2. Odontophrynus toledoi sp. nov., holotype, ♂ (ZUEC-AMP 24833), in life. A. Lateral view. B. Dorsal view. Scale bar = 5 mm.	https://zenodo.org/record/7400299/files/figure.png	33ea151e9dc1356159aaaad634803eb9
Odontophrynidae	<http://treatment.plazi.org/id/0389594BFFB9FFEF9177FE4CFDEA6E2E>	<http://dx.doi.org/10.5281/zenodo.7400301>	Fig. 3. Odontophrynus toledoi sp. nov., external morphology of the tadpole at stage 37–40. A–C. Lateral (A), dorsal (B), and ventral (C) views. D–E. Ventral tube. F. Spiracular aperture. G. Keft nare with an elevated marginal rim. H–I. Body on dorsal view and front view respectively indicating visible series of the lateral line system: supraorbital (SO), infraorbital (IO), posterior supraorbital (PSO), posterior infraorbital (PIO), dorsal (D), and middle (M). J. Oral disc closed. K. Oral disc opened. Scale bars: A–C = 5 mm; D–F = 0.5 mm; G = 0.2 mm; H = 2.5 mm; I = 0.2 mm; J–K = 0.5 mm.	https://zenodo.org/record/7400301/files/figure.png	58f5ed3bcdec26f9a41c115b5a99250a
Pinnidae	<http://treatment.plazi.org/id/E0706F03122AFFA7FF54FE44FC63FD0F>	<http://dx.doi.org/10.5281/zenodo.1454726>	FIGURE 36. A, B. Gryphaea navicula Monterosato, 1884, Palermo (Sicily), 40.3 mm x 26.3 mm, with original label (MCZR– M–5504); C, D. Ostreola crustacea Monterosato, 1915, Palermo (Sicily), 56.5 mm x 48.9 mm, with original label (MCZR–M– 5492); E, F. Ostrea dianae Monterosato, 1915, Etang de Diane (France), 116 mm x 75.5 mm, with original labels (MCZR–M– 5664); G. Ostrea scaeva Monterosato, 1915, Palermo (Sicily), 72 mm x 82.2 mm, with original label (MCZR–M–5551); H. Pinna ensiformis Monterosato, 1884, only original label; I, J. Meleagrina savignyi Monterosato, 1884, Alessandria (Egypt), 42.6 mm x 42.2 mm (ex Lhotellerie coll), with original labels (MCZR–M–13835); K, L. Chama circinata Monterosato, 1878, Lipari Is., 35.5 mm x 31.8 mm (ex Seguenza G. coll.), with original label (MCZR–M–15270); M, N. Lepton lepisma Monterosato, 1878. Algiers (Algeria), 5.4 mm x 5.1 mm (ex Joly coll.), with original labels (MCZR–M–14683).	https://zenodo.org/record/1454726/files/figure.png	40cf157ee069d02ced70db2dc3909f44
Curtonotidae	<http://treatment.plazi.org/id/01632D69CB19FFA4C1C7FAD539D9FD70>	<http://dx.doi.org/10.5281/zenodo.7518485>	FIGURES 1–4. External features of holotype of Curtonotum ndoki sp. nov. (abdomen removed for dissection) 1. Head and thorax (lateral view). 2. Head, scutum and scutellum (dorsal view). 3. Frons and face (frontal view). 4. Wing (dorsal view). Scale bars: Figs 1, 2 & 4 = 1.0 mm, Fig. 3 = 0.5 mm.	https://zenodo.org/record/7518485/files/figure.png	7ab0dc4d29cdb2c4cf921f8b471452f3
Curtonotidae	<http://treatment.plazi.org/id/01632D69CB19FFA4C1C7FAD539D9FD70>	<http://dx.doi.org/10.5281/zenodo.7518487>	FIGURES 5–7. Male terminalia of holotype of Curtonotum ndoki sp. nov. 5. Sternite 6 (ventral view). 6. Hypandrium and epandrium (lateral view). 7. Phallus (right lateral view) (ejaculatory apodeme missing). Scale bars = 0.2 mm.	https://zenodo.org/record/7518487/files/figure.png	8fe86fe9b9e37f53c710c053e348018e
Curtonotidae	<http://treatment.plazi.org/id/01632D69CB19FFA4C1C7FAD539D9FD70>	<http://dx.doi.org/10.5281/zenodo.7518490>	FIGURE 8. Type locality of Curtonotum ndoki sp. nov. Gressitt & Gressitt-type Malaise trap deployed over a stream in Guineo- Congolian rainforest, Nouabalé-Ndoki National Park, Republic of Congo. Photograph V. Dérozier.	https://zenodo.org/record/7518490/files/figure.png	36aea46f5a37cb3331d317f1d19e2c85
Johnstonianidae	<http://treatment.plazi.org/id/E77687DEFFE3FFFC8ECFA1CCFD4AFD7C>	<http://dx.doi.org/10.5281/zenodo.224629>	FIGURE 1. Diplothrombium sahragardi sp. nov. (larva), dorsal view of idiosoma.	https://zenodo.org/record/224629/files/figure.png	cb2afa0a70edaf4b46dbc49dfec3dcdc
Johnstonianidae	<http://treatment.plazi.org/id/E77687DEFFE3FFFC8ECFA1CCFD4AFD7C>	<http://dx.doi.org/10.5281/zenodo.224630>	FIGURE 2. Diplothrombium sahragardi sp. nov. (larva), ventral view of idiosoma.	https://zenodo.org/record/224630/files/figure.png	c1051a1aece8a9773dde003f38badef6
Johnstonianidae	<http://treatment.plazi.org/id/E77687DEFFE3FFFC8ECFA1CCFD4AFD7C>	<http://dx.doi.org/10.5281/zenodo.224631>	FIGURES 3 - 5. Diplothrombium sahragardi sp. nov. (larva). 3. Leg I; 4. Leg II; 5. Leg III.	https://zenodo.org/record/224631/files/figure.png	195d9551e6f5908234100d3900d5897e
Procarididae	<http://treatment.plazi.org/id/039B87D62835FFB0FEDA12AF5E0FFCCB>	<http://dx.doi.org/10.5281/zenodo.172829>	FIGURE 1 Procaris noelensis sp. nov., holotype, Christmas Island. Scale bar in millimeters.	https://zenodo.org/record/172829/files/figure.png	b22709a61a98505318f4e66b0adce620
Procarididae	<http://treatment.plazi.org/id/039B87D62835FFB0FEDA12AF5E0FFCCB>	<http://dx.doi.org/10.5281/zenodo.172830>	FIGURE 2 Procaris noelensis sp. nov., holotype, Christmas Island. Anterior carapace and appendages, lateral. B, same, dorsal. C, eye, upper, dorsal; lower, lateral. D, antennule. E, antenna.	https://zenodo.org/record/172830/files/figure.png	5d6b2be42ed92daa91ea3f27b5e35a01
Procarididae	<http://treatment.plazi.org/id/039B87D62835FFB0FEDA12AF5E0FFCCB>	<http://dx.doi.org/10.5281/zenodo.172831>	FIGURE 3 Procaris noelensis sp. nov., holotype, Christmas Island. A, scaphocerite. B, same, distlateral angle. C, third maxilliped, ischium, distal edge to left. D, same, cutting edge. E, third pereiopod (?), propod and dactyl. F, uropods. G, same, posterolateral exopod.	https://zenodo.org/record/172831/files/figure.png	eac6cac1544d64ef120420e92e496898
Dzhulfitidae	<http://treatment.plazi.org/id/03CC87BFFF80FF87FE54FB94FD84FA1A>	<http://dx.doi.org/10.5281/zenodo.5604851>	Fig. 51. Lutites lyriformis Korn & Hairapetian sp. nov., lateral and dorsal views. A. Holotype MB.C.29995, section A, float. B. Paratype MB.C.29997, section C, -1.00 m. C. Paratype MB.C.29996, section C, -1.45 m. D. Paratype MB.C.29999, section G, -1.20 m. Scale bar units =1 mm.	https://zenodo.org/record/5604851/files/figure.png	e07d1ee1ade1695ca06c9fed58474b03
Dzhulfitidae	<http://treatment.plazi.org/id/03CC87BFFF80FF87FE54FB94FD84FA1A>	<http://dx.doi.org/10.5281/zenodo.5604853>	Fig. 52. Lutites lyriformis Korn & Hairapetian gen. et sp. nov. A. Suture line, holotype MB.C.29995, at 58.3 mm dm, 23.1 mm wh. B. Suture line, paratype MB.C.29997, at 53.8 mm dm, 19.0 mm wh. C. Whorl profile proportions. Abbreviations: see Material and methods. Scale bar units =1 mm.	https://zenodo.org/record/5604853/files/figure.png	ac7f883f93e2a8ee137b67ce51e11745
Dzhulfitidae	<http://treatment.plazi.org/id/03CC87BFFF81FF9AFE78FECDFC26FBD7>	<http://dx.doi.org/10.5281/zenodo.5604849>	Fig. 50. Lutites paucis Korn & Hairapetian gen. et sp. nov. A. Lateral and dorsal view, holotype MB.C.29991, section C, -2.45 m. B. Suture line, holotype MB.C.29991, at 13.7 mm wh. Abbreviation: see Material and methods. Scale bar units =1 mm.	https://zenodo.org/record/5604849/files/figure.png	02a77ca8cd00ec295296b317e4835770
Frontoniidae	<http://treatment.plazi.org/id/03BBE87DFF97FFDFFEC63A90561EC374>	<http://dx.doi.org/10.5281/zenodo.5048753>	FIGURE 1. Frontonia lynni n. sp. live (A–D, F, G), after silver carbonate (H, I, K) and silver nitrate impregnation (E, J). (A) Ventral view of a typical specimen. (B) A slightly deformed individual. (C) Showing variations in body shape. (D) Part of pellicle, to show extrusomes. (E) Silverline pattern. (F, G) Left and apical views of the same specimen, to show the position of the contractile vacuole. Note that the body is strongly (!) flattened. (H, I) The infraciliature of the same cell, note the small oral apparatus. (J) Oral apparatus. (K) To show the anterior and postoral sutures. AL = argentophilic line; AS = anterior suture; P1–3 = peniculi 1–3; PK = postoral kineties; PM = paraoral membrane; PS = postoral suture; VK1–3 = vestibular kineties 1–3. Scale bars in (A, B) = 50 µm, in (H, I) = 40 µm, in (J) = 20 µm.	https://zenodo.org/record/5048753/files/figure.png	47fd453657bd9a65d74e08f08793b22c
Frontoniidae	<http://treatment.plazi.org/id/03BBE87DFF97FFDFFEC63A90561EC374>	<http://dx.doi.org/10.5281/zenodo.5048757>	FIGURE 3. Frontonia lynni n. sp. live (A–D), after protargol (J), silver carbonate (F, G, H, K) and silver nitrate impregnation (E, I). (A) Dorsal view. (B) Arrangements of extrusomes and cilia. (C) Buccal area, showing vestibular kineties (arrowhead) and extrusomes (arrow). (D) Dorsal view, showing the contractile vacuole. (E) Buccal area, arrowheads refer to peniculi, arrow marks argentophilic line. (F) Lateral view, showing anterior suture (arrowhead). (G) Lateral view, showing posterior suture (arrow). (H) Infraciliature of oral field, arrow marks postoral kineties, arrowheads indicate vestibular kineties. (I) Silverline system. (J) Lateral view, arrowheads mark ingested diatoms. (K) A part of pellicle, arrowhead refers to a single kinetosome, arrow shows a rest extrusome. Scale bars = 50 µm.	https://zenodo.org/record/5048757/files/figure.png	9b591de2258e41eba362242c7dc1bb1a
Frontoniidae	<http://treatment.plazi.org/id/03C187F2FFFAFFB5FF5D841CC06AFE62>	<http://dx.doi.org/10.5281/zenodo.3228066>	FIGURE 1. F. leucas from life (a–c, g) and after silver staining (d–f). Ventral-lateral view (a–c). Infraciliatures of the ventral (d), dorsal (e) and buccal (f) areas. Part of pellicle, to show extrusomes (g). Abbreviations:AL: argentophilic line; C: Cilia; CC: collecting canal; CV: contractile vacuole; D: diatom; E: extrusome; EP: excretory pore; FA: filamentous algae; FV: food vacuole; Ma: macronucleus; Mi: micronucleus; OA: oral apparatus; P1-P3: peniculi 1, 2, and 3; PK: postoral kineties (arrowheads in f); PM: paroral membrane; PoS: postoral suture; PrS: preoral suture; VK1-3: vestibular kineties 1, 2, and 3. Scale bar = 150 µm.	https://zenodo.org/record/3228066/files/figure.png	83c5f8438562356f342caba6524d25ee
