family	treatment_iri	figure_iri	description	image_url	md5
Muraenidae	<http://treatment.plazi.org/id/039A87C10D629B0AFF12F9C7FB2EF9A1>	<http://dx.doi.org/10.5281/zenodo.7816103>	Fig. 4. Uropterygius cyamommatus, new species, lateral view of head marked with cephalic sensory pores: red for supraorbital pores; green for infraorbital pores; blue for preoperculo-mandibular pores; yellow for the branchial pore. Arrow indicates the gill opening. Photo of WAM P.35403.001, holotype, 361 mm TL (photographed by HHT).	https://zenodo.org/record/7816103/files/figure.png	81622c5ef9a628281117f85c605b9e52
Muraenidae	<http://treatment.plazi.org/id/039A87C10D629B0AFF12F9C7FB2EF9A1>	<http://dx.doi.org/10.5281/zenodo.7816105>	Fig.5. Uropterygius cyamommatus, new species, lateral view of the head region of a specimen without the left eye. A, external view; B, radiograph showing the skeletal structure of orbital region. Photo of NMMB-P37200, paratype, 380 mm TL (photographed by HHT).	https://zenodo.org/record/7816105/files/figure.png	aad02249310f690e663f8adc6c0da122
Microascaceae	<http://treatment.plazi.org/id/03D987CA8720FF9BC99F93EAAEAAFC5D>	<http://dx.doi.org/10.5281/zenodo.6875703>	FIGURE 1. Phylogenetic tree generated from a maximum likelihood analysis based on a concatenated alignment of ITS, LSU, SSU, and TEF1-α sequences data in Periconiaceae. The tree is rooted with Morosphaeria ramunculicola (KH220) and M. velatispora (KH221). Bootstrap support values equal to or higher than 70% ML (left) or posterior probability values equal to or higher than 0.90 Bayesian PP (right) are indicated on the nodes. The newly generated sequences are in red, and type strains are in black/red bold.	https://zenodo.org/record/6875703/files/figure.png	1b7f73b9dae0d6ae86115efc25a8c971
Microascaceae	<http://treatment.plazi.org/id/03D987CA8720FF9BC99F93EAAEAAFC5D>	<http://dx.doi.org/10.5281/zenodo.6875705>	FIGURE 2. Periconia ananasi (MFLU 21–0279, holotype). a, b. Colonies on natural substrate. c. Tip of a conidiophore. d. Conidiophore. e–m. Conidiogenous cells and conidia. n–q. Conidia. r, s. Colonies on PDA from above and below. Scale bars: d = 200 μm, e–g = 50 μm, c, h–m = 10 μm, n–q = 5 μm.	https://zenodo.org/record/6875705/files/figure.png	2ffa0eb668333cac7cdf5255fd7d1ca9
Sapotaceae	<http://treatment.plazi.org/id/0024D73A3A445014B99E8CA7FAEF8237>	<http://dx.doi.org/10.3897/phytokeys.133.38694.figure1>	Figure 1. Synsepalum chimanimani (A-K) and Synsepalum kaessneri (L) A habit B stem apex with apical buds / young leaves and petioles showing indumentum C medifixed hairs on stem D abaxial leaf surface showing sparse medifixed hairs on midrib E leaf showing (faint) secondary veins F flower cluster showing bud, open flower and partially opened flower G flower, side view (hydrated) H corolla after removal of two petals and stamens (hydrated) I stamen and staminodes in situ on petal, inner face bases of neighbouring petals shown J side view of stamen and petal (staminodes omitted) K immature fruit (from photograph) L leaf (abaxial) of Synsepalum kaessneri. A, D-K drawn from B. T. Wursten BW 897 (BR 0000020700003) B, C from Timberlake et al. 6197 (K 001291035) L drawn from Magogo & Glover 280 (K). Scale bars: 1 mm (Single bar); 2 mm and 5 mm (graduated single bar); 1 cm (double bar); 5 cm (graduated double bar). Drawn by Andrew Brown, November 2018.	https://binary.pensoft.net/fig/347390	d40acc928e44cce39dc218c76dcc2ea7
Sapotaceae	<http://treatment.plazi.org/id/0024D73A3A445014B99E8CA7FAEF8237>	<http://dx.doi.org/10.3897/phytokeys.133.38694.figure2>	Figure 2. Synsepalum chimanimani A habit and leaves B, C flowering stems D flowers E immature fruit (Photographs by Bart Wursten).	https://binary.pensoft.net/fig/347391	335ce954dd4c6a917d9cb878302145af
Sapotaceae	<http://treatment.plazi.org/id/039A5C527B330732FC89F92D9CB4FD35>	<http://dx.doi.org/10.5281/zenodo.3404494>	Fig. 1. – Pichonia munzingeri Gâteblé & Swenson. A. Overview of the Montagne des Sources fire on 29 December 2005, the arrow points to the fire in the Oumbéa creek; B. Upper population in degraded maquis vegetation showing Pteridium esculentum (G. Forst.) Cockayne flammable dead whitish fronds along the pipe to the water catchment, arrows point to ten individuals of Pichonia munzingeri. [Photos: G. Gâteblé]	https://zenodo.org/record/3404494/files/figure.png	417ca26681509cba03224df1823f5fa4
Turbinidae	<http://treatment.plazi.org/id/03B587AB4F22156BFF5178E7FE60FC49>	<http://dx.doi.org/10.5281/zenodo.3763939>	FIGURE 16. Ampezzalina? sp., A–C, ESKU-19-LP 36. All scale bars represent 2 mm.	https://zenodo.org/record/3763939/files/figure.png	45fc909820fe41c6fb5608171c39b5f8
Turbinidae	<http://treatment.plazi.org/id/03CA87EF70648942F99FFA314BDC6986>	<http://dx.doi.org/10.5281/zenodo.245373>	FIGURE 6. A – D, Falsimargarita glaucophaos (Barnard, 1963), syntype, diameter 12.5 mm (SAM A 9830). E – G, Spectamen martensi sp. n., holotype, off Waterfall Bluff, E. Cape, 300 m, diameter 4.5 mm (NMSA C 9714 / T 4032). H – L, Jujubinus hubrechti Poppe, Tagaro & Dekker, 2006, H, I, off Ponta Techobanine, southern Mozambique, 90 – 100 m, length 6.0 mm and 7.2 mm respectively (NMSA L 8392), J – L, off Gipsy Hill, KwaZulu-Natal, 110 m, length 5.3 mm and 6.0 mm respectively (NMSA E 3716). M, N, Crosseola foveolata (Barnard, 1963), M, SSE of Tsitsikamma, E. Cape, 275 – 285 m, length 2.8 mm (NMSA V 3610), N, oblique view of base, SSE of Knysna, W. Cape, 101 m, diameter 2.33 mm (NMSA V 1793). O – Q, Turbo tursicus Reeve, 1848, off Rocktail Bay, KwaZulu-Natal, 65 m, length 14.3 mm (NMSA D 6362). R, S, Stomatia phymotis Helbling, 1779, coral reefs off Kosi Bay, KwaZulu-Natal, 18 – 22 m, length 20.5 mm (NMSA S 1068). [Images not to scale.]	https://zenodo.org/record/245373/files/figure.png	e2dcf665612307605141ed9fa41cb901
Turbinidae	<http://treatment.plazi.org/id/03F4372EFFEE6846FF340380FB8FF980>	<http://dx.doi.org/10.5281/zenodo.252465>	FIGURE 3. A. Limpet gastropod indet. from Valanginian (Early Cretaceous) seep carbonates at Bear Creek, Colusa County, California, USA; GZG. INV. 84967. B – D. Chilodonta? reticulata sp. nov. from Valanginian (Early Cretaceous) seep carbonates at Bear Creek, Colusa County, California, USA; holotype (GZG. INV. 84971). E – I. Hikidea osoensis sp. nov. from Valanginian (Early Cretaceous) seep carbonates at Bear Creek, Colusa County, California, USA. E – G. Holotype (GZG. INV. 84968). H. Paratype (GZG. INV. 84969). I. Juvenile (GZG. INV. 84970) displaying ornamentation of the early ontogenetic stage of the shell. J – O. Phanerolepida onoensis sp. nov. from Late Barremian (Early Cretaceous) seep site at Eagle Creek, Shasta County, California, USA; holotype (CAS 73130). J – K. Lateral views. L. Apical view. M. External prismatic shell layer. N. Internal nacreous shell layer. O. Detail of rhombohedric ornament pattern.	https://zenodo.org/record/252465/files/figure.png	f555ce5c116d60979a964e4f104d1bf9
Brassolidae	<http://treatment.plazi.org/id/CC9875617F2C5C2EB3D364B283658FAB>	<http://dx.doi.org/10.3897/BDJ.9.e62878.figure7>	Figure 7. Pavonia sepioides, Puerto de la Cruz, December 2019.	https://binary.pensoft.net/fig/494348	fd834e6e59fb5bed0c0c7239dfd1963e
Dictyonellidae	<http://treatment.plazi.org/id/03A800107717FFEDFF14A7579307FF4E>	<http://dx.doi.org/10.5281/zenodo.272993>	FIGURE 42. Acanthella vaceleti Van Soest & Stentoft, 1988, a, habitus of RMNH Por. 10536 (scale bar = 1 cm), b, SEM image of a portion of the axial column, c – f, SEM images of spicules, c, shorter thicker style, c 1, details of c, d, longer thinner style, e, shorter sinuous strongyle, e 1, details of e, f, longer sinuous strongyle.	https://zenodo.org/record/272993/files/figure.png	db0ebc0852f2faf88e375fd875199d54
Dictyonellidae	<http://treatment.plazi.org/id/224C879C2B45FFC7FF088F2CFEF46456>	<http://dx.doi.org/10.5281/zenodo.2651494>	FIGURE 22. Stylissa carteri (Dendy, 1889). A–C. In situ; D & E. Skeletal architecture (D, x5; E, x 10); F. Style.	https://zenodo.org/record/2651494/files/figure.png	4389582aecdff72767c8af656517feec
Dictyonellidae	<http://treatment.plazi.org/id/61FF629B7E715081B5A9CF7E24582D9D>	<http://dx.doi.org/10.3897/zookeys.1161.93754.figure16>	Figure 16. Auletta syncinularia, young specimen, collected on a rock at 147 m deep. Sample GFOE 3 - 23 F.	https://binary.pensoft.net/fig/848690	4576b47a93eaf9d7aad061d334b50f1e
Alycidae	<http://treatment.plazi.org/id/AC6C87BAC460EB66FF1C67B61317D426>	<http://dx.doi.org/10.5281/zenodo.4412331>	FIGURES 16−22. Pachygnathus nasutus sp. nov. 16—Prodorsum, sclerotized crista, filamentous sensilla ve and sci ciliated, setae exp small; 17—Swollen naso; 18—Beak-like chelicerae, typical to genus; 19—Palp tarsus with 4 pseudacanthoid eupathids; 20—Subcapitulum, 1 pair of adoral setae; 21—Genital valve of female, 13 genital setae, 2 eugenital setae; 22—Tarsus I (2 solenidia), famulus I (arrow), Tibia I (2 solenidia).	https://zenodo.org/record/4412331/files/figure.png	fc506c28ad4e84044183cb062f8cdf32
Alycidae	<http://treatment.plazi.org/id/AC6C87BAC460EB66FF1C67B61317D426>	<http://dx.doi.org/10.5281/zenodo.4412335>	FIGURES 23−28. Pachygnathus nasutus sp. nov. 23—Genital valve of male, 15 genital setae per valve, 10 pairs of eugenitals; 24—Deutonymph, genital area, 5 genital setae per valve; 25—Protonymph, genital area, 1 genital seta per valve; 26—Protonymph, subcapitulum; 27—Dorsal habitus of larva, holotrichy, sensilla ve and sci slightly swollen, 1 pair of palpal eupathids; 28—Ventral habitus of larva, genital area absent, 3–4 anal setae per valve. 16−28 from RSA, near Potchefstroom.	https://zenodo.org/record/4412335/files/figure.png	44e9cad849aa51c0e8bec8b60651cd28
Alycidae	<http://treatment.plazi.org/id/AC6C87BAC460EB68FF1C62E4157FD34E>	<http://dx.doi.org/10.5281/zenodo.4412327>	FIGURES 6−13. Alycus augrabiensis sp. nov. 6—Rutellum, broad shaft, ventrodistal lobes, and apical point; 7—Subcapitulum, 3 pairs of adorals; 8—Palpal tarsi with 3 pairs of pseudacanthoid eupathids; 9—Genital valve of male, 16 genital setae per valve, 7 (pairs of) eugenitals; 10—Tarsus I (2 solenidia), famulus I (arrow); 11—Tibia I (1 solenidion), Genu I (4 solenidia), Femur I (1 solenidion); 12—Tarsus II (1 solenidion), Tibia II (2 solenidia), Genu II (2 solenidia); 13—Two claws with barbed shafts and a claw-like, oligosetulate empodium.	https://zenodo.org/record/4412327/files/figure.png	e22660569ff11621ba917544eeabdbb2
Phyllodontidae	<http://treatment.plazi.org/id/18174D41FF18FF31FDD89E8149A10E40>	<http://dx.doi.org/10.5281/zenodo.3660373>	Fig. 59. Paralbula aff. P. marylandica Blake, 1940 and Phyllodus toliapicus Agassiz, 1844, teeth. A–O. Paralbula aff. P. marylandica. A–C. MSC 35781.1, lower Tallahatta Formation. A. Oral view. B. Profile view. C. Aboral view. D–F. MSC 35781.2, lower Tallahatta Formation. D. Oral view. E. Profile view. F. Aboral view. G–I. MSC 37911.2, basal Lisbon Formation. G. Oral view. H. Profile view. I. Aboral view. J–L. MSC 37263.2, basal Lisbon Formation. J. Oral view. K. Profile view. L. Aboral view. M–O. MSC 37911.3, basal Lisbon Formation. M. Oral view. N. Profile view. O. Aboral view. — P–AA. Phyllodus toliapicus. P–S. MSC 35772.3, lower Tallahatta Formation. P. Oral view. Q. Labial view. R. Profile view. S. Aboral view. T–W. MSC 35772.2, lower Tallahatta Formation. T. Oral view. U. Labial view. V. Profile view. W. Aboral view. X–AA. MSC 35772.1, lower Tallahatta Formation. X. Oral view. Y. Labial view. Z. Profile view. AA. Aboral view. Scale bars: A–O =1 mm; P–AA=5 mm.	https://zenodo.org/record/3660373/files/figure.png	b55c38cfe2a4554e5214590a0bc50605
Phyllodontidae	<http://treatment.plazi.org/id/1A7187CFFFF61741FE59F862E7CC5E44>	<http://dx.doi.org/10.5281/zenodo.3383290>	FIG. 7. A. AMNH 8446, ventral view of left discoglossid (A) humerus. B. Dorsal view. Both x 5. C. AMNH 8449, ventral view of left discoglossid (B) humerus. D. Dorsal view. Both x 5. E. AMNH 8450, ventral view of left discoglossid (C) humerus. F. Dorsal view. Both x 5. G. AMNH 8456, lateral view of distal portion of right discoglossid ilium, x 5. H. AMNH 8457, lateral view of distal portion of left discoglossid ilium, x 5. I. AMNH 8459, lateral view of distal portion of left discoglossid ilium, x 5. J. AMNH 8452, lateral view of distal portion of left pelobatid ilium, x 5. K. AMNH 8453, lateral view of distal portion of pelobatid ilium, x 5. L. AMNH 8460, external view of left discoglossid (C) maxilla. M. Internal view. Both x 5. N. AMNH 8462, external view of right discoglossid (B) maxilla. 0. Internal view. Both x 5. P. AMNH 8461, external view of left discoglossid (A) maxilla. Q. Internal view. Both x 5. R. AMNH 10100, occlusal view of?Paralbula sp. S. Basal view. Both x 10. T. AMNH 10101, occlusal view of?Paralbula sp. U. Basal view. Both x 1.0.	https://zenodo.org/record/3383290/files/figure.png	3d8b7891821f34ea1715c4f319871b9b
Laodiceidae	<http://treatment.plazi.org/id/03F887DEFF87FFCB9CD60F97D4D0FAE6>	<http://dx.doi.org/10.5281/zenodo.242810>	FIGURE 81. Laodicea undulata: A, polyp; B, hydrotheca with a multi-valve operculum; C, gonotheca and medusa buds; D, newly liberated medusa with two or E, four tentacles (D and E same scale bar) (modified after De Vito et al. 2006). A, 600 µm; B, 250 µm; C, 500 µm; D, E, 1.0 mm.	https://zenodo.org/record/242810/files/figure.png	6aff9eba4cf75747dc3f550c06bb38aa
Laodiceidae	<http://treatment.plazi.org/id/272687CACF59E219FE8AFDBDFF87FB97>	<http://dx.doi.org/10.5281/zenodo.1013282>	Fig. 5. Ptychogena lactea, subadult, schematic after MHNG- INVE- 82311.	https://zenodo.org/record/1013282/files/figure.png	03ef191e2063ebfee7add5165848f62e
Laodiceidae	<http://treatment.plazi.org/id/272687CACF5CE21BFC4DF8C0FF98FDB0>	<http://dx.doi.org/10.5281/zenodo.1013276>	Fig. 3. Laodicea indica, schematic drawing after a preserved	https://zenodo.org/record/1013276/files/figure.png	394bd9ee600586eb1334b63285ea7517
Erythrinidae	<http://treatment.plazi.org/id/038487C7CB4F5865FEAFA338FA11D49B>	<http://dx.doi.org/10.5281/zenodo.5420423>	Fig. 1. Ventral view of head of (a) Hoplias curupira, MZUSP 24403, 55.5 mm SL; (b) H. curupira, MZUSP 24403, 92.2 mm SL; (c) H. curupira, MZUSP 24403, 162.2 mm SL and (d) H. malabaricus, MZUSP 90416, 101.7 mm SL.	https://zenodo.org/record/5420423/files/figure.png	eb58f6f2db513b925bf9fd9727229952
Erythrinidae	<http://treatment.plazi.org/id/038487C7CB4F5865FEAFA338FA11D49B>	<http://dx.doi.org/10.5281/zenodo.5420425>	Fig. 2. Hoplias australis, holotype, MCP 40175, 220 mm SL, rio dasAntas, Formosa do Sul, Santa Catarina State, Brazil.	https://zenodo.org/record/5420425/files/figure.png	921b78b8ebeba18003ee24a9b33c54cc
Erythrinidae	<http://treatment.plazi.org/id/038487C7CB4F5865FEAFA338FA11D49B>	<http://dx.doi.org/10.5281/zenodo.5420427>	Fig. 3. Map of South America showing geographic distribution of species of the Hoplias lacerdae group based on material examined in this study. Some symbols may represent more than one lot. Numbers indicate type localities of (1) Hoplias australis (squares); (2) H. brasiliensis (losanges); (3) H. curupira (triangles); (4) H. intermedius (dots); and (5) H. lacerdae (inverted triangles).	https://zenodo.org/record/5420427/files/figure.png	d420a4631ca9e3b968a46a6fc5535488
Psychomyiidae	<http://treatment.plazi.org/id/03AA903D0A52FFCFFF74F95BBB33F9C4>	<http://dx.doi.org/10.5281/zenodo.1208488>	FIGURES1–3. Psychomyiidae spp., heads of instar V larvae, dorsal.(1) Psychomyia pusilla; (2) Metalype fragilis (larva from English population); (3) Paduniella vandeli. The scaleis the same for the three species.	https://zenodo.org/record/1208488/files/figure.png	f176a2dec800b1bf592f0b7a0b4846ad
Psychomyiidae	<http://treatment.plazi.org/id/03AA903D0A52FFCFFF74F95BBB33F9C4>	<http://dx.doi.org/10.5281/zenodo.1208490>	FIGURES4–6.Psychomyiidae spp., headsof instar V larvae, leftlateral.(4)Psychomyia pusilla, sm = submentalsclerites; (5) Metalype fragilis (larva from English populations); (6) Paduniella vandeli. The image of Pad. vandeli has been enlarged to facilitate comparison.	https://zenodo.org/record/1208490/files/figure.png	5eefeec9f9ac38395db63a618fa78bc4
Psychomyiidae	<http://treatment.plazi.org/id/03AA903D0A52FFCFFF74F95BBB33F9C4>	<http://dx.doi.org/10.5281/zenodo.1208492>	FIGURES 7–9. Psychomyiidae spp., heads of instar V larvae, ventral. (7) Psychomyia pusilla; (8) Metalype fragilis (larva from English population); (9)Paduniella vandeli. The image of Pad.vandelihas been enlarged tofacilitate the comparison.sm = submental sclerites, va = ventral apotome.	https://zenodo.org/record/1208492/files/figure.png	27e19db6618897a46cc5c2f92bb963a4
Synopiidae	<http://treatment.plazi.org/id/038887F098519419FF5BD3C5D9222EB5>	<http://dx.doi.org/10.5281/zenodo.5307201>	FIGURE 5. Telsosynopia trifidilla Hughes & Lowry, 2006, male 6.9 mm, AM P70382, Lizard Island, Great Barrier Reef.	https://zenodo.org/record/5307201/files/figure.png	1f3e051ad0467d80966620b768b4747d
Synopiidae	<http://treatment.plazi.org/id/038887F098519419FF5BD3C5D9222EB5>	<http://dx.doi.org/10.5281/zenodo.5307207>	FIGURE 6. Telsosynopia trifidilla Hughes & Lowry, 2006, male 6.9 mm, AM P70382, Lizard Island, Great Barrier Reef.	https://zenodo.org/record/5307207/files/figure.png	f4278102a058165da62e25f1819e14d5
Synopiidae	<http://treatment.plazi.org/id/038887F098529414FF5BD39EDF7E2E62>	<http://dx.doi.org/10.5281/zenodo.5307193>	FIGURE 3. Syrrhoe petitaserrata sp. nov., holotype, female, 3.4 mm, AM P77880, Osprey Island, Great Barrier Reef.	https://zenodo.org/record/5307193/files/figure.png	49681dc735da71265423fa836c5a55a0
Stratiomyidae	<http://treatment.plazi.org/id/0386879AFFC1EE5FFAABFCCCFD38F81C>	<http://dx.doi.org/10.5281/zenodo.4654324>	Figure 2. Distribution of the Sarginae from Australia, including the first records of Formosargus James, 1939 and Microchrysa Loew, 1855.ACT, Australian Capital Territory; NSW, New South Wales; NT, Northern Territory; Qld, Queensland; SA, South Australia; Tas, Tasmania; Vic, Victoria; WA, Western Australia.	https://zenodo.org/record/4654324/files/figure.png	bca3947b3a3c0b79a33312220a91406d
Stratiomyidae	<http://treatment.plazi.org/id/0386879AFFC1EE5FFAABFCCCFD38F81C>	<http://dx.doi.org/10.5281/zenodo.4654326>	Figure 3. Cephalochrysa gselli (Hill, 1919) comb. nov., holotype ♀ (SAMA 29-003393): (a) dorsum; (b) lateral; (c) head, frontal; (d) head, anterolateral.	https://zenodo.org/record/4654326/files/figure.png	3a2c6c905ca17a4d5342c7f9677453dd
Stratiomyidae	<http://treatment.plazi.org/id/0386879AFFC6EE5FFB81FC14FAA3FD57>	<http://dx.doi.org/10.5281/zenodo.4654328>	Figure 4. Formosargus melanogrammus Lessard & Woodley, sp. nov. holotype ♀ (AMS K.478681): (a) dorsum; (b) lateral; (c) head, frontal; (d) head, anterolateral.	https://zenodo.org/record/4654328/files/figure.png	d1b171aeadae5ba62f9af6d38382f56e
Plumariidae	<http://treatment.plazi.org/id/03879939FFFD6E2CA2FBFDC8B5EEF921>	<http://dx.doi.org/10.5281/zenodo.280022>	FIGURES 1 – 10. Plumaroides. 1 – 4. P. aquilus sp. nov. 1, Head; 2, Hind wing; 3, Seventh tergum, dorsal view; 4, Seventh tergum, apical area, lateral view. 5 – 8. P. tapilophus sp. nov. 5, Head; 6, Fore wing, marginal cell; 7, Seventh tergum, dorsal view; 8, Seventh tergum apical area, lateral view. 9. P. brothersi, seventh tergum apical area, lateral view. 10. P. tiphlus, seventh tergum, dorsal view. Scale bar = 0.1 mm.	https://zenodo.org/record/280022/files/figure.png	977a6e2c740dff1b194f36731ba80798
Plumariidae	<http://treatment.plazi.org/id/03AA87DBFF8AFFFFFD38FD5E860091E5>	<http://dx.doi.org/10.5281/zenodo.5165706>	FIG. 7. — Plumarius gradifrons Diez n. sp.: A, B, paratype from the province of San Juan, Ruta 141 km 173 c. Caucete, head, frontal view (A) and ventral view (B); C, paratype from the province of La Rioja, 5 km S of Udpinango, head, lateral view; D, genital capsule, ventral view. Scale bars: 0.5 mm.	https://zenodo.org/record/5165706/files/figure.png	cb7313d7c9c83ec07c5105e82aa6cc12
Plumariidae	<http://treatment.plazi.org/id/03C6F077FFEBFF83FF00090497BED7EA>	<http://dx.doi.org/10.5281/zenodo.176624>	FIGURES 1 – 5. Mapluroides ogloblini n. sp.: 1, head, frontal view; 2, head, lateral view; 3, antenna; 4, labium, ventral view; 5, left maxilla, ventral view. Scale = 0.1 mm.	https://zenodo.org/record/176624/files/figure.png	e667e728060649c8d60dd528b6b0d78a
Nemasomatidae	<http://treatment.plazi.org/id/03A387A0FF89FFBA1AE1C41BFE79FD8A>	<http://dx.doi.org/10.5281/zenodo.5197019>	Figure 1. (A–E) Thalassisobates emesesensis sp. nov. (A) Midbody ring; (B) anterior sternum of leg-bearing body ring; (C) tibia of midbody male leg, showing striate ventral soft area; (D) second pair of male legs showing coxal pore group; (E) close-up of pore group. (F) Thalassisobates littoralis, detail of left second male coxa, showing inconspicuous pore group (encircled). Scanning electron micrographs, scale bars 0.1 mm (A, B); 0.01 mm (C, D, F); 0.001 mm (E). ms: metazonital setae, oz: ozopore, pg: coxal pore group.	https://zenodo.org/record/5197019/files/figure.png	6e5ddeb6595106356ce74e8e1060e3ab
